법인명,사업자번호,보고서명,접수번호,접수일자
우주홀딩스,114-81-83459,감사보고서 (2004.12),20050330000192,20050330
우주홀딩스,114-81-83459,감사보고서 (2003.12),20040329000242,20040329
우주홀딩스,114-81-83459,감사보고서 (2002.12),20030408000192,20030408
우주홀딩스,114-81-83459,감사보고서 (2001.12),20020404000065,20020404
우진패션비즈,109-81-51197,감사보고서 (2017.12),20180412001965,20180412
우진패션비즈,109-81-51197,감사보고서 (2016.12),20170413000323,20170413
우진패션비즈,109-81-51197,감사보고서 (2015.12),20160411001330,20160411
우진패션비즈,109-81-51197,[기재정정]감사보고서 (2014.12),20150520000024,20150520
우진패션비즈,109-81-51197,감사보고서 (2013.12),20140414000823,20140414
우진패션비즈,109-81-51197,감사보고서 (2012.12),20130409000165,20130409
우진패션비즈,109-81-51197,감사보고서 (2011.12),20120409000058,20120409
우진패션비즈,109-81-51197,감사보고서 (2010.12),20110404000057,20110404
우진패션비즈,109-81-51197,감사보고서 (2009.12),20100401000893,20100401
우진패션비즈,109-81-51197,감사보고서 (2008.12),20090303001387,20090303
우진패션비즈,109-81-51197,감사보고서 (2007.12),20080331001146,20080331
우진패션비즈,109-81-51197,감사보고서 (2006.12),20070402000165,20070402
원광도어,127-86-17362,감사보고서 (2017.12),20180402004815,20180402
원광도어,127-86-17362,감사보고서 (2016.12),20170403001346,20170403
원광도어,127-86-17362,감사보고서 (2015.12),20160411002392,20160411
원광도어,127-86-17362,감사보고서 (2014.12),20150403000546,20150403
유넥스,603-81-26322,감사보고서 (2016.12),20170411001393,20170411
유넥스,603-81-26322,감사보고서 (2015.12),20160404000722,20160404
유넥스,603-81-26322,감사보고서 (2014.12),20150403000455,20150403
유넥스,603-81-26322,감사보고서 (2013.12),20140401001673,20140401
유넥스,603-81-26322,감사보고서 (2012.12),20130402001207,20130402
유넥스,603-81-26322,감사보고서 (2011.12),20120403000809,20120403
유넥스,603-81-26322,감사보고서 (2010.12),20110328000448,20110328
유넥스,603-81-26322,감사보고서 (2009.12),20100405001178,20100405
유넥스,603-81-26322,감사보고서 (2008.12),20090401000271,20090401
유넥스,603-81-26322,감사보고서 (2007.12),20080324000271,20080324
유앤오일넷,402-81-80397,감사보고서 (2017.12),20180413000053,20180413
유앤오일넷,402-81-80397,감사보고서 (2016.12),20170405002563,20170406
이니텍기계,137-81-21136,감사보고서 (2017.12),20180409002015,20180409
이니텍기계,137-81-21136,감사보고서 (2016.12),20170410001758,20170410
이니텍기계,137-81-21136,감사보고서 (2015.12),20160411000638,20160411
이니텍기계,137-81-21136,감사보고서 (2014.12),20150407001534,20150407
이니텍기계,137-81-21136,감사보고서 (2013.12),20140407001334,20140407
이니텍기계,137-81-21136,감사보고서 (2012.12),20130409001586,20130409
이니텍기계,137-81-21136,감사보고서 (2011.12),20120406001034,20120406
이니텍기계,137-81-21136,감사보고서 (2010.12),20110404000859,20110404
이니텍기계,137-81-21136,감사보고서 (2009.12),20100412000536,20100412
제이앤푸드,210-81-40379,감사보고서 (2017.12),20180416000405,20180416
지에이테크,621-81-65605,감사보고서 (2016.12),20170406001882,20170406
지에이테크,621-81-65605,감사보고서 (2015.12),20160406000515,20160406
참존글로벌워크,204-81-43726,감사보고서 (2017.12),20180404001368,20180404
참존글로벌워크,204-81-43726,감사보고서 (2016.12),20170413000902,20170413
참존글로벌워크,204-81-43726,감사보고서 (2015.12),20160401002280,20160401
참존글로벌워크,204-81-43726,감사보고서 (2014.12),20150330001617,20150331
참존글로벌워크,204-81-43726,감사보고서 (2013.12),20140402001961,20140402
참존글로벌워크,204-81-43726,감사보고서 (2012.12),20130411001047,20130411
참존글로벌워크,204-81-43726,감사보고서 (2011.12),20120412000334,20120412
참존글로벌워크,204-81-43726,감사보고서 (2010.12),20110406000652,20110406
참존글로벌워크,204-81-43726,감사보고서 (2009.12),20100407001310,20100407
참존글로벌워크,204-81-43726,감사보고서 (2008.12),20090410000929,20090410
참존글로벌워크,204-81-43726,감사보고서 (2007.12),20080410002354,20080411
창원옵텍,609-81-60935,감사보고서 (2016.12),20170405000390,20170405
창원옵텍,609-81-60935,감사보고서 (2015.12),20160404002259,20160404
창원옵텍,609-81-60935,감사보고서 (2014.12),20150402000309,20150402
창원옵텍,609-81-60935,감사보고서 (2013.12),20140407000178,20140407
창원옵텍,609-81-60935,감사보고서 (2012.12),20130404000440,20130404
창원옵텍,609-81-60935,감사보고서 (2011.12),20120404000471,20120404
창원옵텍,609-81-60935,감사보고서 (2010.12),20110408000790,20110408
창원옵텍,609-81-60935,감사보고서 (2009.12),20100407000706,20100407
창원옵텍,609-81-60935,감사보고서 (2008.12),20090406001907,20090406
창원옵텍,609-81-60935,감사보고서 (2007.12),20080401000416,20080401
창원옵텍,609-81-60935,감사보고서 (2006.12),20070402000575,20070402
창원옵텍,609-81-60935,감사보고서 (2005.12),20060404000645,20060404
창원컴텍,609-81-82185,감사보고서 (2016.12),20170405000393,20170405
창원컴텍,609-81-82185,감사보고서 (2015.12),20160404002285,20160404
창원컴텍,609-81-82185,감사보고서 (2014.12),20150402000314,20150402
창원컴텍,609-81-82185,감사보고서 (2013.12),20140407000192,20140407
창원컴텍,609-81-82185,감사보고서 (2012.12),20130415000095,20130415
창원컴텍,609-81-82185,감사보고서 (2011.12),20120413000963,20120413
창원컴텍,609-81-82185,감사보고서 (2010.12),20110405001650,20110406
청풍,504-81-56214,감사보고서 (2007.12),20080402001033,20080402
청풍,504-81-56214,감사보고서 (2006.12),20070402000732,20070402
청풍,504-81-56214,감사보고서 (2005.12),20060331001318,20060331
청풍,504-81-56214,감사보고서 (2004.12),20050413000965,20050414
청풍,504-81-56214,감사보고서 (2003.12),20040414000062,20040414
캐로스,126-86-19014,감사보고서 (2017.12),20180410002019,20180410
캐로스,126-86-19014,[기재정정]감사보고서 (2015.12),20160513000439,20160513
캐로스,126-86-19014,감사보고서 (2014.12),20150410000669,20150410
케이투넷,117-81-34210,감사보고서 (2015.12),20160404002240,20160404
코마코,104-81-26636,감사보고서 (2017.12),20180411001316,20180411
코마코,104-81-26636,감사보고서 (2016.12),20170406000721,20170406
코마코,104-81-26636,감사보고서 (2015.12),20160405001665,20160405
코마코,104-81-26636,감사보고서 (2014.12),20150406000616,20150406
코마코,104-81-26636,감사보고서 (2013.12),20140331000189,20140331
코마코,104-81-26636,감사보고서 (2012.12),20130403000215,20130403
코마코,104-81-26636,감사보고서 (2011.12),20120330002809,20120330
코마코,104-81-26636,감사보고서 (2010.12),20110331000854,20110331
코마코,104-81-26636,감사보고서 (2009.12),20100330001032,20100330
코마코,104-81-26636,감사보고서 (2008.12),20090320000633,20090320
코마코,104-81-26636,감사보고서 (2007.12),20080319000015,20080319
코마코,104-81-26636,감사보고서 (2006.12),20070402000639,20070402
코마코,104-81-26636,감사보고서 (2005.12),20060321000039,20060321
코마코,104-81-26636,감사보고서 (2004.12),20050331001718,20050331
코마코,104-81-26636,감사보고서 (2003.12),20040406000451,20040406
코펙스,121-81-78895,감사보고서 (2017.12),20180406001296,20180406
코펙스,121-81-78895,감사보고서 (2016.12),20170407000575,20170407
코펙스,121-81-78895,감사보고서 (2015.12),20160405000255,20160405
코펙스,121-81-78895,감사보고서 (2014.12),20150409000252,20150409
태극엔터프라이즈,610-81-60920,감사보고서 (2016.12),20170321000136,20170321
태극엔터프라이즈,610-81-60920,감사보고서 (2015.12),20160316000185,20160316
태극엔터프라이즈,610-81-60920,감사보고서 (2014.12),20150407000578,20150407
태일전기,127-86-09014,감사보고서 (2016.12),20170413001344,20170413
태일전기,127-86-09014,감사보고서 (2015.12),20160411001260,20160411
태일전기,127-86-09014,감사보고서 (2014.12),20150413001053,20150413
튜너웍스코리아,124-86-56992,감사보고서 (2017.12),20180411000482,20180411
튜너웍스코리아,124-86-56992,감사보고서 (2016.12),20170407001880,20170407
튜너웍스코리아,124-86-56992,감사보고서 (2015.12),20160408000604,20160408
튜너웍스코리아,124-86-56992,[기재정정]감사보고서 (2014.12),20150409000102,20150409
튜너웍스코리아,124-86-56992,감사보고서 (2013.12),20140411000879,20140411
튜너웍스코리아,124-86-56992,감사보고서 (2012.12),20130412000322,20130412
튜너웍스코리아,124-86-56992,감사보고서 (2011.12),20120412001060,20120412
튜너웍스코리아,124-86-56992,감사보고서 (2010.12),20110322000132,20110322
튜너웍스코리아,124-86-56992,감사보고서 (2009.12),20100315000201,20100315
튜너웍스코리아,124-86-56992,감사보고서 (2008.12),20090224000021,20090224
튜너웍스코리아,124-86-56992,감사보고서 (2007.12),20080305000329,20080305
티엔에스산업개발,128-81-71821,감사보고서 (2016.12),20170406001693,20170406
티엔에스산업개발,128-81-71821,감사보고서 (2014.12),20150406000978,20150406
팬코리아중공업,608-81-69777,감사보고서 (2017.12),20180402000053,20180402
팬코리아중공업,608-81-69777,감사보고서 (2016.12),20170403000007,20170403
팬코리아중공업,608-81-69777,감사보고서 (2015.12),20160401000523,20160401
팬코리아중공업,608-81-69777,감사보고서 (2014.12),20150331000515,20150331
팬코리아중공업,608-81-69777,감사보고서 (2013.12),20140402001732,20140402
팬코리아중공업,608-81-69777,감사보고서 (2012.12),20130410001058,20130410
팬코리아중공업,608-81-69777,감사보고서 (2011.12),20120403001099,20120403
팬코리아중공업,608-81-69777,감사보고서 (2010.12),20110328000030,20110328
팬코리아중공업,608-81-69777,감사보고서 (2009.12),20100401000589,20100401
퍼펙트,128-81-37876,감사보고서 (2004.12),20050407000225,20050407
한려엔쵸비,603-81-56388,감사보고서 (2017.12),20180412002163,20180412
한려엔쵸비,603-81-56388,감사보고서 (2016.12),20170414001020,20170414
한려엔쵸비,603-81-56388,감사보고서 (2015.12),20160407000857,20160407
한려엔쵸비,603-81-56388,감사보고서 (2014.12),20150331000367,20150331
한려엔쵸비,603-81-56388,감사보고서 (2013.12),20140402000149,20140402
한려엔쵸비,603-81-56388,감사보고서 (2012.12),20130403001353,20130403
한려엔쵸비,603-81-56388,감사보고서 (2011.12),20120410000588,20120410
한려엔쵸비,603-81-56388,감사보고서 (2010.12),20110406001044,20110406
한려엔쵸비,603-81-56388,감사보고서 (2008.12),20090410001493,20090410
한영캉가루,207-81-04800,감사보고서 (2016.12),20170413000920,20170413
한영캉가루,207-81-04800,감사보고서 (2015.12),20160411001724,20160411
한영캉가루,207-81-04800,[기재정정]감사보고서 (2014.12),20150409000413,20150409
한영캉가루,207-81-04800,감사보고서 (2013.12),20140404001123,20140404
한영캉가루,207-81-04800,감사보고서 (2012.12),20130410001061,20130410
한영캉가루,207-81-04800,감사보고서 (2011.12),20120405000850,20120405
한영캉가루,207-81-04800,감사보고서 (2010.12),20110408001855,20110411
한영캉가루,207-81-04800,감사보고서 (2009.12),20100405001270,20100405
한영캉가루,207-81-04800,감사보고서 (2008.12),20090407000702,20090407
한영캉가루,207-81-04800,감사보고서 (2007.12),20080414001369,20080414
한영캉가루,207-81-04800,감사보고서 (2006.12),20070413000798,20070413
한영캉가루,207-81-04800,감사보고서 (2004.12),20050404000945,20050406
한영캉가루,207-81-04800,감사보고서 (2003.12),20040407000831,20040407
한영캉가루,207-81-04800,감사보고서 (2002.12),20030411000683,20030411
한영캉가루,207-81-04800,감사보고서 (2001.12),20020418000267,20020419
한영캉가루,207-81-04800,감사보고서 (2000.12),20010404000563,20010404
한영캉가루,207-81-04800,감사보고서 (1999.12),20000418000159,20000418
현대단조,609-81-29138,감사보고서 (2016.12),20170406000980,20170406
현대단조,609-81-29138,감사보고서 (2015.12),20160406001113,20160406
현대단조,609-81-29138,감사보고서 (2014.12),20150401001012,20150401
현대단조,609-81-29138,감사보고서 (2013.12),20140402001125,20140402
현대단조,609-81-29138,감사보고서 (2012.12),20130404000692,20130404
현대단조,609-81-29138,감사보고서 (2011.12),20120403000901,20120403
현대단조,609-81-29138,감사보고서 (2010.12),20110407000490,20110407
현대단조,609-81-29138,[기재정정]감사보고서 (2009.12),20100406001345,20100406
현대단조,609-81-29138,감사보고서 (2008.12),20090320000465,20090320
현대단조,609-81-29138,감사보고서 (2007.12),20080403000559,20080403
현대단조,609-81-29138,감사보고서 (2006.12),20070403000508,20070403
현대피닉스,124-86-80624,감사보고서 (2016.12),20170413001925,20170414
현대피닉스,124-86-80624,감사보고서 (2015.12),20160405001782,20160405
현우이엔씨,128-81-95857,감사보고서 (2016.12),20170410002117,20170410
현우이엔씨,128-81-95857,감사보고서 (2015.12),20160414001347,20160414
현우이엔씨,128-81-95857,감사보고서 (2014.12),20150407000716,20150407
현우이엔씨,128-81-95857,감사보고서 (2013.12),20140408000518,20140408
현우이엔씨,128-81-95857,감사보고서 (2012.12),20130405000501,20130405
현우이엔씨,128-81-95857,감사보고서 (2011.12),20120419000070,20120419
현우이엔씨,128-81-95857,감사보고서 (2010.12),20110411001664,20110411
현우이엔씨,128-81-95857,감사보고서 (2009.12),20100408000208,20100408
현우이엔씨,128-81-95857,감사보고서 (2008.12),20090408000353,20090408
현우이엔씨,128-81-95857,감사보고서 (2007.12),20080411002261,20080414
호성건설,137-81-08977,감사보고서 (2016.12),20170404001407,20170404
효명이엔지,134-87-24927,감사보고서 (2017.12),20180402001847,20180402
효명이엔지,134-87-24927,감사보고서 (2015.12),20160330000162,20160330
21세기산기,505-81-20024,감사보고서 (2017.12),20180412000760,20180412
21세기산기,505-81-20024,감사보고서 (2016.12),20170426001013,20170426
21세기산기,505-81-20024,감사보고서 (2015.12),20160405001014,20160405
21세기산기,505-81-20024,감사보고서 (2014.12),20150409001339,20150409
21세기산기,505-81-20024,감사보고서 (2013.12),20140411000382,20140411
21세기산기,505-81-20024,감사보고서 (2012.12),20130401003379,20130401
21세기산기,505-81-20024,감사보고서 (2011.12),20120409001176,20120409
국태종합건설,502-81-05849,감사보고서 (2014.12),20150331000793,20150331
국태종합건설,502-81-05849,감사보고서 (2013.12),20140409000851,20140409
국태종합건설,502-81-05849,감사보고서 (2012.12),20130402000009,20130402
국태종합건설,502-81-05849,감사보고서 (2011.12),20120404000008,20120404
국태종합건설,502-81-05849,감사보고서 (2010.12),20110401000081,20110401
국태종합건설,502-81-05849,감사보고서 (2009.12),20100331000760,20100331
국태종합건설,502-81-05849,감사보고서 (2008.12),20090401000233,20090401
국태종합건설,502-81-05849,감사보고서 (2007.12),20080331000195,20080331
국태종합건설,502-81-05849,감사보고서 (2006.12),20070403000153,20070403
국태종합건설,502-81-05849,감사보고서 (2005.12),20060330000267,20060330
국태종합건설,502-81-05849,감사보고서 (2004.12),20050402000095,20050402
국태종합건설,502-81-05849,감사보고서 (2003.12),20040401000079,20040401
국태종합건설,502-81-05849,감사보고서 (2002.12),20030407000116,20030407
국태종합건설,502-81-05849,감사보고서 (2001.12),20020408000446,20020408
국태종합건설,502-81-05849,감사보고서 (2000.12),20010406000168,20010406
금문산업,606-81-60765,감사보고서 (2017.12),20180403001539,20180403
금문산업,606-81-60765,감사보고서 (2016.12),20170403000611,20170403
금문산업,606-81-60765,감사보고서 (2015.12),20160401000703,20160401
금문산업,606-81-60765,감사보고서 (2014.12),20150406000924,20150406
금문산업,606-81-60765,[기재정정]감사보고서 (2013.12),20140926000075,20140926
금문산업,606-81-60765,감사보고서 (2012.12),20130401002615,20130401
금문산업,606-81-60765,감사보고서 (2011.12),20120402000992,20120402
금문산업,606-81-60765,감사보고서 (2010.12),20110329000400,20110329
금문산업,606-81-60765,감사보고서 (2009.12),20100329000872,20100330
금문산업,606-81-60765,감사보고서 (2008.12),20090409000394,20090409
금문산업,606-81-60765,감사보고서 (2007.12),20080411002308,20080414
금문산업,606-81-60765,감사보고서 (2006.12),20070412001191,20070412
금문산업,606-81-60765,감사보고서 (2005.12),20060405000789,20060405
금문산업,606-81-60765,감사보고서 (2004.12),20050406000276,20050406
금문산업,606-81-60765,감사보고서 (2003.12),20040414000176,20040414
금문산업,606-81-60765,감사보고서 (2002.12),20030414000338,20030414
금창산업,416-81-63330,감사보고서 (2016.12),20170414000361,20170414
금창산업,416-81-63330,감사보고서 (2015.12),20160414000572,20160414
금창산업,416-81-63330,감사보고서 (2014.12),20150414000351,20150414
금창산업,416-81-63330,감사보고서 (2013.12),20140404002232,20140404
꾸메화장품,131-81-95926,감사보고서 (2017.12),20180411001557,20180411
꾸메화장품,131-81-95926,감사보고서 (2016.12),20170411000054,20170411
농업회사법인미림,142-81-15733,감사보고서 (2016.12),20170407000296,20170407
농업회사법인미림,142-81-15733,감사보고서 (2015.12),20160331000582,20160331
농업회사법인미림,142-81-15733,감사보고서 (2014.12),20150401001892,20150401
농업회사법인미림,142-81-15733,감사보고서 (2013.12),20140407000296,20140407
농업회사법인미림,142-81-15733,감사보고서 (2012.12),20130408000701,20130408
누리비엔씨,314-81-80673,감사보고서 (2016.12),20170410002361,20170410
대방지앤지,214-81-85344,감사보고서 (2008.12),20090410000097,20090410
대성공업,503-81-10006,감사보고서 (2017.12),20180403001554,20180403
대성공업,503-81-10006,감사보고서 (2016.12),20170403000700,20170403
대성공업,503-81-10006,감사보고서 (2015.12),20160404001391,20160404
대성공업,503-81-10006,감사보고서 (2014.12),20150406001160,20150406
대성공업,503-81-10006,감사보고서 (2013.12),20140407001321,20140407
대성공업,503-81-10006,감사보고서 (2012.12),20130405000931,20130405
대성공업,503-81-10006,감사보고서 (2011.12),20120403000053,20120403
대성공업,503-81-10006,감사보고서 (2010.12),20110401000154,20110401
대성공업,503-81-10006,감사보고서 (2009.12),20100409000742,20100409
대성공업,503-81-10006,감사보고서 (2008.12),20090409000946,20090409
대성공업,503-81-10006,감사보고서 (2007.12),20080411001355,20080411
대성공업,503-81-10006,감사보고서 (2006.12),20070413000869,20070413
대성공업,503-81-10006,감사보고서 (2005.12),20060412000552,20060412
대성공업,503-81-10006,감사보고서 (2004.12),20050413000465,20050413
대성공업,503-81-10006,감사보고서 (2003.12),20040414000163,20040414
대성공업,503-81-10006,감사보고서 (2002.12),20030414000157,20030414
대성공업,503-81-10006,감사보고서 (2001.12),20020430000328,20020430
대성공업,503-81-10006,감사보고서 (2000.12),20010502000142,20010502
대성공업,503-81-10006,감사보고서 (1999.12),20000412000496,20000414
대영화학,622-81-01943,감사보고서 (2016.12),20170414001199,20170414
대영화학,622-81-01943,감사보고서 (2015.12),20160411001061,20160411
대영화학,622-81-01943,감사보고서 (2014.12),20150413001490,20150413
대영화학,622-81-01943,감사보고서 (2013.12),20140410001892,20140411
대영화학,622-81-01943,감사보고서 (2012.12),20130411000421,20130411
대창HRSG,610-81-39112,감사보고서 (2016.12),20170328000233,20170328
대창HRSG,610-81-39112,감사보고서 (2015.12),20160317000047,20160317
대창HRSG,610-81-39112,[기재정정]감사보고서 (2014.12),20150210000070,20150210
대창HRSG,610-81-39112,감사보고서 (2013.12),20140325000271,20140325
대창HRSG,610-81-39112,감사보고서 (2012.12),20130311000379,20130311
대창HRSG,610-81-39112,감사보고서 (2011.12),20120312000023,20120312
대창HRSG,610-81-39112,감사보고서 (2010.12),20110404001066,20110404
대창HRSG,610-81-39112,감사보고서 (2009.12),20100323000022,20100323
대창HRSG,610-81-39112,감사보고서 (2008.12),20090402000280,20090402
대창HRSG,610-81-39112,감사보고서 (2007.12),20080407002183,20080407
대창HRSG,610-81-39112,감사보고서 (2006.12),20070321000476,20070321
대창HRSG,610-81-39112,감사보고서 (2005.12),20060308000688,20060308
대창HRSG,610-81-39112,감사보고서 (2004.12),20050411000760,20050411
대창HRSG,610-81-39112,감사보고서 (2003.12),20040402000524,20040402
대창HRSG,610-81-39112,감사보고서 (2002.12),20030324000096,20030324
대창HRSG,610-81-39112,감사보고서 (2001.12),20020316000063,20020316
더연리지,609-86-22289,감사보고서 (2017.12),20180412001335,20180412
더연리지,609-86-22289,감사보고서 (2016.12),20170412001943,20170412
덕수금속,606-81-26826,감사보고서 (2016.12),20170405001949,20170405
덕수금속,606-81-26826,감사보고서 (2015.12),20160412001254,20160412
덕수금속,606-81-26826,감사보고서 (2014.12),20150403001541,20150403
덕수금속,606-81-26826,감사보고서 (2013.12),20140404002041,20140404
덕수금속,606-81-26826,감사보고서 (2012.12),20130409001898,20130409
덕수금속,606-81-26826,감사보고서 (2011.12),20120410000863,20120410
덕수금속,606-81-26826,감사보고서 (2010.12),20110405000130,20110405
덕수금속,606-81-26826,감사보고서 (2009.12),20100402000064,20100402
덕수금속,606-81-26826,감사보고서 (2008.12),20090406000107,20090406
덕수금속,606-81-26826,감사보고서 (2007.12),20080410001084,20080410
델로스에프앤비,224-81-60904,감사보고서 (2012.12),20130416000045,20130416
동비건설,114-86-42341,감사보고서 (2017.12),20180411001748,20180411
동비건설,114-86-42341,감사보고서 (2016.12),20170418000314,20170418
동비건설,114-86-42341,감사보고서 (2015.12),20160406000286,20160406
동비건설,114-86-42341,감사보고서 (2014.12),20150408001216,20150408
동성물산,130-81-07036,감사보고서 (2017.12),20180416000785,20180416
동성물산,130-81-07036,감사보고서 (2016.12),20170403000593,20170403
동성물산,130-81-07036,감사보고서 (2015.12),20160404000598,20160404
동성물산,130-81-07036,감사보고서 (2014.12),20150409000038,20150409
동성물산,130-81-07036,[기재정정]감사보고서 (2013.12),20140507000459,20140507
동성물산,130-81-07036,감사보고서 (2010.12),20110413000774,20110413
동성물산,130-81-07036,[기재정정]감사보고서 (2008.12),20090427000601,20090427
동성물산,130-81-07036,감사보고서 (2007.12),20080408001002,20080408
동성물산,130-81-07036,감사보고서 (2006.12),20070523000025,20070523
동성물산,130-81-07036,감사보고서 (2005.12),20060427000649,20060427
동성물산,130-81-07036,[첨부정정]감사보고서 (2004.12),20050502000091,20050502
동훈에스피,505-81-47076,감사보고서 (2009.12),20100407001333,20100407
동훈에스피,505-81-47076,감사보고서 (2008.12),20090410001597,20090410
디에스중공업,411-81-49444,감사보고서 (2017.12),20180405000277,20180405
디에스중공업,411-81-49444,감사보고서 (2016.12),20170413001060,20170413
디에스중공업,411-81-49444,감사보고서 (2015.12),20160407001331,20160407
디에스중공업,411-81-49444,감사보고서 (2014.12),20150430002061,20150504
디에스중공업,411-81-49444,[기재정정]감사보고서 (2012.12),20140512000980,20140512
디에스중공업,411-81-49444,감사보고서 (2013.12),20140414000158,20140414
디에스중공업,411-81-49444,[기재정정]감사보고서 (2008.12),20120925000120,20120925
디에스중공업,411-81-49444,[기재정정]감사보고서 (2011.12),20120925000112,20120925
디에스중공업,411-81-49444,[기재정정]감사보고서 (2010.12),20120925000096,20120925
디에스중공업,411-81-49444,[기재정정]감사보고서 (2009.12),20120925000087,20120925
보국전기공업,514-81-13134,감사보고서 (2017.12),20180416000229,20180416
보국전기공업,514-81-13134,[기재정정]감사보고서 (2016.12),20180213000140,20180213
보국전기공업,514-81-13134,감사보고서 (2015.12),20160401000266,20160401
보국전기공업,514-81-13134,감사보고서 (2014.12),20150331000971,20150331
보국전기공업,514-81-13134,감사보고서 (2013.12),20140404001011,20140404
보국전기공업,514-81-13134,감사보고서 (2012.12),20130409000585,20130409
보국전기공업,514-81-13134,감사보고서 (2011.12),20120403000035,20120403
보국전기공업,514-81-13134,감사보고서 (2010.12),20110330000354,20110330
보국전기공업,514-81-13134,감사보고서 (2009.12),20100401000903,20100401
보국전기공업,514-81-13134,감사보고서 (2008.12),20090401000708,20090401
보국전기공업,514-81-13134,감사보고서 (2007.12),20080410000091,20080410
보국전기공업,514-81-13134,감사보고서 (2006.12),20070410001079,20070410
보국전기공업,514-81-13134,감사보고서 (2005.12),20060411000214,20060411
보국전기공업,514-81-13134,감사보고서 (2004.12),20050412000013,20050412
보국전기공업,514-81-13134,감사보고서 (2003.12),20040406000214,20040406
보국전기공업,514-81-13134,감사보고서 (2002.12),20030409000655,20030409
보국전기공업,514-81-13134,감사보고서 (2001.12),20020401001337,20020401
보국전기공업,514-81-13134,감사보고서 (2000.12),20010413000534,20010413
보국전기공업,514-81-13134,감사보고서 (1999.12),20000417000221,20000418
보성해상개발,610-81-29157,[기재정정]감사보고서 (2016.12),20171117000139,20171117
보성해상개발,610-81-29157,감사보고서 (2015.12),20160405000821,20160405
보성해상개발,610-81-29157,감사보고서 (2014.12),20150406001521,20150406
보성해상개발,610-81-29157,감사보고서 (2013.12),20140408000597,20140408
보성해상개발,610-81-29157,감사보고서 (2012.12),20130409000704,20130409
보성해상개발,610-81-29157,감사보고서 (2011.12),20120409000803,20120409
보성해상개발,610-81-29157,감사보고서 (2010.12),20110408001424,20110408
보성해상개발,610-81-29157,감사보고서 (2009.12),20100406001358,20100406
보성해상개발,610-81-29157,감사보고서 (2008.12),20090406001498,20090406
부민건설,131-81-51651,감사보고서 (2012.12),20130412000485,20130412
부민건설,131-81-51651,감사보고서 (2011.12),20120413001277,20120413
부민건설,131-81-51651,감사보고서 (2010.12),20110413001110,20110413
비케이판넬,125-81-80184,감사보고서 (2017.12),20180413001342,20180413
비케이판넬,125-81-80184,감사보고서 (2016.12),20170412000069,20170412
비케이판넬,125-81-80184,감사보고서 (2015.12),20160404000162,20160404
삼주이엔지,603-81-35869,감사보고서 (2017.12),20180412001569,20180412
삼주이엔지,603-81-35869,감사보고서 (2016.12),20170406002396,20170407
삼주이엔지,603-81-35869,감사보고서 (2015.12),20160412001582,20160412
삼주이엔지,603-81-35869,감사보고서 (2014.12),20150410001525,20150410
삼주이엔지,603-81-35869,감사보고서 (2013.12),20140410001069,20140410
삼주이엔지,603-81-35869,감사보고서 (2012.12),20130408002100,20130408
삼주이엔지,603-81-35869,감사보고서 (2011.12),20120329000236,20120329
삼주이엔지,603-81-35869,감사보고서 (2010.12),20110407000764,20110407
삼주이엔지,603-81-35869,감사보고서 (2009.12),20100405001512,20100405
삼화주철공업,119-81-04217,감사보고서 (2017.12),20180413001179,20180413
삼화주철공업,119-81-04217,감사보고서 (2015.12),20160331000460,20160331
삼화주철공업,119-81-04217,감사보고서 (2014.12),20150331000132,20150331
삼화주철공업,119-81-04217,감사보고서 (2013.12),20140401000109,20140401
삼화주철공업,119-81-04217,감사보고서 (2012.12),20130329000258,20130329
삼화주철공업,119-81-04217,감사보고서 (2011.12),20120330002688,20120330
삼화주철공업,119-81-04217,감사보고서 (2010.12),20110331000341,20110331
삼화주철공업,119-81-04217,감사보고서 (2009.12),20100330000161,20100330
삼화주철공업,119-81-04217,감사보고서 (2008.12),20090331002757,20090331
삼화주철공업,119-81-04217,감사보고서 (2007.12),20080331001566,20080331
삼화주철공업,119-81-04217,감사보고서 (2006.12),20070330001257,20070330
삼화주철공업,119-81-04217,감사보고서 (2005.12),20060331000342,20060331
삼화주철공업,119-81-04217,감사보고서 (2004.12),20050331002007,20050331
삼화주철공업,119-81-04217,감사보고서 (2003.12),20040331001123,20040401
삼화주철공업,119-81-04217,감사보고서 (2002.12),20030401001109,20030402
삼화통신공업,119-81-03936,감사보고서 (2017.12),20180413001175,20180413
삼화통신공업,119-81-03936,감사보고서 (2015.12),20160331000482,20160331
삼화통신공업,119-81-03936,감사보고서 (2014.12),20150331000091,20150331
삼화통신공업,119-81-03936,감사보고서 (2013.12),20140401000045,20140401
삼화통신공업,119-81-03936,감사보고서 (2012.12),20130329000317,20130329
삼화통신공업,119-81-03936,감사보고서 (2011.12),20120330002626,20120330
삼화통신공업,119-81-03936,감사보고서 (2010.12),20110331000370,20110331
삼화통신공업,119-81-03936,감사보고서 (2009.12),20100330000179,20100330
삼화통신공업,119-81-03936,감사보고서 (2008.12),20090331003212,20090331
삼화통신공업,119-81-03936,감사보고서 (2007.12),20080331000252,20080331
삼화통신공업,119-81-03936,감사보고서 (2006.12),20070330001193,20070330
삼화통신공업,119-81-03936,감사보고서 (2005.12),20060331000273,20060331
삼화통신공업,119-81-03936,감사보고서 (2004.12),20050331001904,20050331
삼화통신공업,119-81-03936,감사보고서 (2003.12),20040331001108,20040401
삼화통신공업,119-81-03936,감사보고서 (2002.12),20030401001035,20030402
